imgID,R,G,B,L
136,231.385133333333,225.913540740741,211.260633333333,89.5403588912097
137,235.596192592593,223.724274074074,213.428074074074,89.4186546935882
138,221.081248148148,225.831714814815,206.287522222222,88.8273438785137
139,221.89862962963,214.391892592593,207.001503703704,85.1410443463237
140,225.786892592593,215.802959259259,208.415466666667,86.2692849152536
141,234.212044444444,208.694414814815,187.429848148148,85.6312085989032
142,228.299040740741,204.456944444444,180.764848148148,83.5545751992844
143,215.891240740741,195.539033333333,177.243351851852,79.6822708669921
144,219.844614814815,200.664633333333,183.479592592593,81.4723301672414
145,231.567696296296,210.477440740741,191.054633333333,85.6560449351014
146,242.953496296296,228.415333333333,203.3177,91.3762603396481
147,237.128222222222,225.726059259259,223.239396296296,90.4227707177961
148,240.700507407407,220.849611111111,192.7112,89.0518475420478
149,225.942218518519,180.648325925926,148.457092592593,77.1708414097935
150,227.759177777778,224.102914814815,218.988918518519,89.0269376075358
151,241.193903703704,224.897437037037,187.470951851852,89.9973958045689
152,232.926840740741,205.275440740741,169.15117037037,84.081651753364
153,235.75027037037,223.058911111111,215.043151851852,89.4272803901025
154,230.843148148148,215.923281481481,204.736803703704,86.9781475285612
155,237.518407407407,227.407314814815,210.321096296296,90.4945046726717
156,241.581185185185,221.234507407407,201.485144444444,89.5262009653273
157,198.883511111111,170.1025,123.753666666667,71.6854508305654
158,240.114377777778,223.642777777778,199.765466666667,89.6020659294131
159,197.329748148148,181.536988888889,176.506477777778,73.7430847305522
160,225.912862962963,218.56677037037,216.687185185185,86.9625437266688
161,229.495648148148,223.318425925926,216.838081481481,88.5232851490474
162,175.828844444444,170.449585185185,170.038607407407,67.7960950114766
163,194.470577777778,175.139051851852,168.054074074074,71.7083334534436
164,230.836774074074,221.049474074074,210.533777777778,88.1437977484984
165,225.317955555556,214.999707407407,210.162355555556,85.8754700432214
166,172.567551851852,165.345744444444,163.705092592593,65.6797800941655
167,183.468914814815,170.620977777778,167.364133333333,69.0519194980314
168,234.105851851852,222.37312962963,215.18542962963,88.9329816701173
169,192.852992592593,177.805596296296,172.424551851852,72.3093486125816
170,235.570562962963,230.660907407407,228.13822962963,91.2680354074434
171,225.838885185185,222.008844444444,220.679944444444,87.5924912038402
172,238.078177777778,232.229437037037,229.48592962963,91.9469699481398
173,238.459222222222,234.629877777778,232.747222222222,92.6237035739786
174,204.478103703704,191.206296296296,183.387344444444,76.9808006740959
175,245.393781481482,241.954911111111,226.525148148148,95.3535476494537
176,235.462822222222,218.954396296296,216.680240740741,88.6863031519006
177,242.407581481482,227.46987037037,213.553496296296,91.1923534157494
178,239.681185185185,231.455796296296,222.511874074074,92.0299840186851
179,210.192144444444,193.826733333333,179.006907407407,78.4372677260234
180,240.119981481481,230.448837037037,223.464896296296,91.7318253496866
181,229.859518518518,218.530111111111,203.711755555556,87.3537472837819
182,233.728185185185,230.880155555556,228.577292592593,91.3020161741121
183,246.500262962963,230.846933333333,212.079162962963,92.4329701223547
184,229.436533333333,217.155248148148,204.94587037037,86.9695448641461
185,238.066225925926,220.562592592593,202.88197037037,88.9092974824455
186,239.517907407407,228.71982962963,218.830822222222,91.2241533126183
187,243.599374074074,219.512066666667,207.100203703704,89.5463834712352
188,220.4578,193.576392592593,174.867218518518,79.9856338851648
189,211.252040740741,198.967348148148,187.437492592593,80.0241722884277
190,199.895948148148,186.299866666667,176.397803703704,75.2288513426244
191,221.368203703704,201.390496296296,183.517292592593,81.9421017904364
192,235.551411111111,214.036388888889,197.404074074074,87.0966154871612
193,241.080081481482,230.06032962963,213.878785185185,91.6784173872754
194,218.023318518519,218.78382962963,201.719222222222,86.167501436188
195,242.329581481482,243.653844444444,225.12022962963,95.5068054785316
196,206.006196296296,197.354396296296,175.3604,78.905077321852
197,227.24517037037,202.144411111111,195.569248148148,83.5000809160993
198,223.65782962963,215.853659259259,190.91702962963,86.2056343705864
199,244.756914814815,225.456751851852,215.303337037037,91.3317901191568
200,240.261533333333,228.197455555556,202.091514814815,91.03187405136
201,194.658677777778,195.348214814815,171.040111111111,77.5204794457371
202,200.061351851852,199.171555555556,199.325985185185,78.6461145653183
203,224.25597037037,210.968914814815,202.841022222222,84.9184972907025
204,225.075844444444,209.55872962963,187.369118518519,84.4890696723742
205,234.69972962963,229.598588888889,221.566211111111,90.9426238749413
206,234.499233333333,210.575355555556,207.224118518518,86.5420386647735
207,236.945751851852,222.32802962963,217.782514814815,89.502324925759
208,243.352581481481,230.928885185185,215.165185185185,92.2576005446632
209,194.382207407407,176.692622222222,173.605392592593,72.2077183185788
210,221.178611111111,200.222703703704,200.344096296296,81.9062103516444
211,200.386403703704,192.532311111111,195.237788888889,77.9120556678151
212,226.158066666667,214.341974074074,196.840062962963,86.0225039348455
213,240.480959259259,236.283574074074,222.884648148148,93.4419929871484
214,217.923725925926,202.65282962963,198.649962962963,82.2555526530318
215,226.313933333333,219.814351851852,192.275048148148,87.3995196341279
216,228.954881481481,203.75372962963,184.151355555556,83.5724079868769
217,222.532559259259,217.896466666667,203.950048148148,86.479455263103
218,216.072659259259,201.749744444444,192.279251851852,81.2885817526233
219,236.940559259259,234.579051851852,223.992881481481,92.5962930354841
220,232.438803703704,218.037377777778,193.591122222222,87.5767718452471
221,247.777751851852,236.150540740741,200.482888888889,93.8209332839151
222,219.130407407407,199.355118518519,187.088674074074,81.5005647938802
223,226.3765,207.740251851852,201.075733333333,84.6506136997716
224,204.284585185185,186.762425925926,184.890859259259,76.5550921047691
225,227.461903703704,225.681551851852,215.026066666667,89.099243790904
226,238.889974074074,236.237140740741,230.784377777778,93.2196755731562
227,230.656755555556,218.651237037037,207.1778,87.5881313373798
228,209.730603703704,209.7238,190.847296296296,82.7244363973054
229,215.630496296296,207.42947037037,184.50462962963,82.9540216159326
230,242.721044444444,217.309944444444,187.067733333333,88.5362146509878
231,226.702340740741,202.730481481481,190.344407407407,83.2154624073721
232,177.578688888889,181.550966666667,164.864677777778,71.4264153575296
233,229.463418518519,202.517385185185,195.26052962963,84.0052534239402
234,220.932896296296,199.742540740741,191.633251851852,82.1756784443474
235,233.06632962963,208.093485185185,191.518381481481,85.172953804029
236,224.288003703704,218.802785185185,216.243685185185,86.8088765822338
237,244.841388888889,243.758411111111,238.652048148148,95.9828599374614
238,233.399692592593,229.266651851852,211.574737037037,90.7074454878645
239,238.285944444444,218.642877777778,197.982814814815,88.5426907571381
240,231.999396296296,228.530814814815,215.001488888889,90.4656243868367
241,243.282040740741,236.463888888889,225.625177777778,93.6313176808723
242,224.179066666667,218.207592592593,196.53022962963,86.8195854385876
243,224.162848148148,201.069314814815,190.81787037037,83.0884616145042
244,243.162111111111,237.490811111111,230.78427037037,94.048293771865
245,236.351107407407,213.134562962963,179.092744444444,86.5901308979027
246,223.636533333333,195.611785185185,185.338881481481,81.3544463446448
247,212.764518518519,215.636559259259,206.864307407407,84.5413809201058
248,224.806459259259,224.496444444444,225.375659259259,88.5042028492589
249,227.740374074074,228.878825925926,212.286907407407,90.0598639156083
250,225.751803703704,230.205974074074,219.956911111111,90.176700031314
251,227.642211111111,230.778122222222,209.628088888889,90.6276230200719
252,234.366414814815,236.86237037037,220.153803703704,92.9541364204307
253,220.4769,228.2706,204.946774074074,89.1596375781223
254,231.593918518519,218.161466666667,216.226944444444,88.0185587575441
255,245.8923,229.223211111111,226.338888888889,92.6919719479526
256,244.840307407407,205.061040740741,186.122466666667,86.8244027220348
257,214.500348148148,200.739385185185,199.419940740741,80.9562024676282
258,240.773203703704,237.853218518519,230.853314814815,94.2619575650554
259,218.695496296296,192.047703703704,203.066840740741,79.7484257235233
260,229.497492592593,228.931940740741,221.561637037037,89.9613923296708
261,246.434914814815,242.048607407407,231.333162962963,95.5531227578275
262,227.524707407407,234.760318518519,213.207437037037,91.723522832242
263,232.085611111111,221.1082,211.829974074074,88.3040392909297
264,252.642037037037,249.660811111111,245.315977777778,98.2636668617292
265,233.661751851852,234.000248148148,227.072,91.9976972775092
266,236.431551851852,237.5085,229.194196296296,93.379368184915
267,227.865096296296,232.796862962963,224.333814814815,91.1277485221683
268,236.044296296296,239.224655555556,218.502122222222,93.7223921029845
269,231.128981481482,233.808259259259,209.526407407407,91.6526952211725
270,233.577507407407,232.783248148148,213.280811111111,91.6659903616238
271,240.993555555556,242.719611111111,236.07897037037,95.227332976805
272,226.874996296296,232.635744444444,227.7664,91.1691422249301
273,224.129455555556,230.123711111111,219.557281481482,90.1308307244083
274,216.618640740741,231.883585185185,202.364651851852,90.1351997722445
275,241.479677777778,205.121166666667,195.675003703704,86.1027915269068
276,242.81227037037,235.762537037037,194.053281481481,93.1373238297419
277,231.970492592593,231.910992592593,217.665425925926,91.3202098638867
278,244.734581481481,245.248444444444,239.648692592593,96.3344784362117
279,241.263014814815,240.356188888889,238.881318518519,94.4601010310049
280,225.620166666667,214.703259259259,214.158807407407,86.2115262241103
281,240.906259259259,242.674366666667,221.759122222222,95.1228887184969
282,248.5747,242.486874074074,227.301066666667,95.7734108933915
283,223.747351851852,218.659118518519,190.168366666667,86.6567400056209
284,216.230988888889,202.983677777778,199.322748148148,81.6027652336587
285,234.399974074074,231.853577777778,226.2369,91.4922080282203
286,225.570633333333,211.376503703704,200.974655555556,85.0139916066532
287,232.806955555556,223.940555555556,218.412614814815,89.1570232627575
288,243.726974074074,208.497011111111,177.056444444444,86.871380520145
289,208.197966666667,194.403118518519,189.596359259259,78.3282158053769
290,240.033566666667,230.904607407407,213.06617037037,91.6226682053835
291,246.073059259259,241.529374074074,239.66687037037,95.4298438536324
292,246.005559259259,239.527840740741,231.734640740741,94.8471504368123
293,237.566888888889,228.382418518518,222.876903703704,90.8960741502959
294,238.324011111111,234.670525925926,224.783814814815,92.7288432389184
295,239.004677777778,235.214896296296,233.496577777778,92.7863471289775
296,227.07772962963,224.495862962963,211.274185185185,89.1963375841194
297,240.370292592593,234.992296296296,226.224144444444,93.4210283544749
298,216.774418518519,213.430107407407,212.563122222222,84.1105647695759
299,201.18262962963,197.734925925926,162.005540740741,78.9801529007958
300,238.003896296296,224.160344444444,207.635792592593,89.8027824085999
301,218.722792592593,191.507796296296,170.340588888889,78.9667634674375
302,247.920840740741,207.924792592593,173.305907407407,86.7873201168396
303,228.245851851852,221.621888888889,196.561248148148,88.2718531643358
304,243.904940740741,229.072385185185,192.886733333333,91.5309494917031
305,206.585207407407,213.726974074074,188.382233333333,83.9911125871849
306,234.096081481481,192.577996296296,157.746648148148,81.368647947205
307,243.524525925926,231.736444444444,217.999248148148,92.5352449623383
308,249.816566666667,222.548488888889,208.410192592593,91.0495712374521
309,239.528037037037,219.687762962963,199.263762962963,88.8266266200927
310,242.471503703704,215.496444444444,180.650911111111,87.9329207981551
311,208.8671,190.904392592593,185.59752962963,77.6007083180384
312,237.817114814815,229.681992592593,220.793374074074,91.6175524552492
313,243.020677777778,232.450648148148,229.041277777778,92.8178920793694
314,233.865662962963,212.069914814815,199.556859259259,86.9490936040947
315,234.732062962963,205.436585185185,188.322903703704,85.4045632348601
316,229.776314814815,226.610340740741,214.930022222222,89.6904268293727
317,217.140840740741,199.142059259259,168.9495,80.7438161783122
318,237.55152962963,224.783759259259,215.41777037037,89.951494160806
319,233.153577777778,211.589825925926,200.948622222222,86.2420795948603
320,241.674966666667,228.898551851852,208.403837037037,91.6206136603079
321,244.035311111111,236.397792592593,226.841944444444,93.8729687417065
322,221.623762962963,196.456659259259,165.997151851852,80.4744709883152
323,228.088137037037,220.723218518519,203.94212962963,87.6551203078336
324,210.538122222222,181.569266666667,166.688944444445,75.6089747837711
325,219.106851851852,207.999344444445,180.675533333333,83.6666590797847
326,231.977955555556,210.425733333333,187.739140740741,85.5526685064793
327,238.744462962963,227.05712962963,175.484018518519,90.1077003133596
328,219.765292592593,196.512414814815,184.031585185185,80.6278226744671
329,251.147081481481,209.536566666667,191.461725925926,88.423108234457
330,238.498125925926,234.545148148148,229.275044444444,92.70112798164
331,207.089233333333,190.472796296296,165.613433333333,76.7348488354964
332,219.616477777778,209.735259259259,178.231551851852,84.1598183217239
333,235.467907407407,238.388866666667,228.73257037037,93.4998264506999
334,233.865959259259,228.59447037037,210.783918518519,90.7795758039135
335,223.632237037037,232.05582962963,207.488859259259,90.6930398076
336,180.357381481482,181.934185185185,185.217703703704,71.8649508259053
337,230.767918518518,215.990459259259,204.099437037037,87.1862164715007
338,221.165081481481,207.295811111111,204.795507407407,83.4547069258856
339,242.204418518518,216.689951851852,205.899985185185,88.9151884063359
340,229.827418518519,217.80897037037,208.975240740741,88.9981035243481
341,243.643766666667,235.343803703704,207.559322222222,93.2247337420661
342,202.271148148148,204.320740740741,175.546944444444,80.4933850755549
343,237.573185185185,218.0677,200.734255555556,88.1603625230442
344,213.3786,188.994266666667,172.751907407407,77.5445579508733
345,220.265922222222,208.838985185185,194.713825925926,83.9638806985713
346,228.343103703704,197.327307407407,175.748781481482,81.7611692267872
347,226.202544444444,180.040314814815,170.284607407407,78.8641381886558
348,221.590448148148,199.02867037037,166.121214814815,81.1546245009553
349,226.262659259259,212.320874074074,201.95217037037,85.3613425164237
350,218.109681481481,183.950977777778,146.384692592593,76.7512552126433
351,231.964922222222,205.086592592593,182.388911111111,84.239670841025
352,241.615707407407,226.243751851852,210.74107037037,90.8130998577231
353,221.726211111111,171.561951851852,159.048618518519,75.6996475114278
354,208.062944444444,184.856207407407,173.836218518518,76.23663365389
355,223.183255555556,202.252092592593,177.950788888889,82.3646839358465
356,209.244085185185,213.698255555556,186.001381481482,84.071647471465
357,221.648362962963,206.562155555556,200.983548148148,83.3736450442827
358,249.352437037037,240.240362962963,221.415944444444,95.3005016033712
359,235.124337037037,234.318940740741,220.059733333333,92.2186949365955
360,203.668714814815,205.322677777778,167.156540740741,81.0070802436837
361,239.194337037037,196.791448148148,169.356607407407,83.5266805186802
362,206.639866666667,195.098877777778,175.54102962963,78.5548769389132
363,242.981414814815,230.048177777778,213.991896296296,92.053620768021
364,224.224622222222,230.670088888889,200.154666666667,90.2068281209316
365,251.802366666667,224.585788888889,190.601740740741,91.3031084610294
366,229.108548148148,207.484762962963,186.527814814815,84.2917225102041
367,211.109437037037,217.184096296296,208.729796296296,85.1562711425455
368,245.097592592593,243.841588888889,220.953122222222,95.7279765438071
369,222.308459259259,220.629822222222,219.28912962963,87.0405013521164
370,219.75152962963,220.928407407407,198.357281481481,87.1731590208756
371,251.071388888889,212.9891,185.572385185185,88.5315209741113
372,243.878866666667,227.843533333333,196.686544444444,91.1912696180672
373,246.58022962963,243.359962962963,234.293392592593,95.8794484376352
374,229.180462962963,210.759655555556,188.154422222222,85.2203981626229
375,231.285433333333,216.0187,196.0478,86.6818890950842
376,233.765155555555,204.008037037037,174.911155555556,83.9307357979752
377,239.679737037037,207.307562962963,170.026059259259,85.4289045115477
378,245.6192,237.550818518518,222.0697,94.3006000215836
379,245.378422222222,237.3909,194.78592962963,93.6945895276375
380,216.394555555556,214.203525925926,192.614544444444,84.6665693371176
381,251.941503703704,234.23952962963,191.668296296296,93.7557139795378
382,224.746866666667,217.657692592593,173.595055555556,86.3407238287345
383,228.460337037037,202.349562962963,171.075537037037,83.1169848276327
384,221.59467037037,205.768237037037,170.292388888889,82.8635757810096
385,245.082577777778,237.646314814815,222.607103703704,94.1983584582198
386,237.719740740741,229.815822222222,191.553751851852,91.1105814243121
387,227.632918518519,210.873792592593,202.3937,85.4496024654241
388,251.513644444444,251.240011111111,248.662714814815,98.6391975273053
389,236.718166666667,231.179922222222,208.921581481481,91.488704197286
390,244.547496296296,242.352418518518,242.791881481481,95.5316799133983
391,208.474548148148,200.291181481481,200.220840740741,80.0380943946944
392,251.009055555556,230.618544444444,198.181259259259,92.8893721493794
393,245.846081481481,235.4353,181.740533333333,93.1617357267294
394,230.083466666667,227.947159259259,183.958774074074,89.7493543649787
395,207.875462962963,220.707348148148,194.600777777778,86.0024624160039
396,247.924507407407,233.920281481482,212.072951851852,93.4308130539149
397,205.286366666667,197.069281481481,197.402355555556,78.5993264876999
398,227.902722222222,216.102292592593,218.140988888889,86.9063671793169
399,242.164122222222,236.682811111111,237.330162962963,93.7919778465167
400,229.885137037037,211.631592592593,195.687888888889,85.7095397136782
401,249.7563,237.292185185185,234.866381481482,95.1721114941771
402,242.732937037037,224.408088888889,208.565862962963,90.6455987675574
403,230.25037037037,201.999262962963,185.160559259259,83.5283443862784
404,240.598596296296,215.776155555556,187.599255555556,88.0836224965815
405,225.487281481482,228.002303703704,203.845462962963,89.412247278026
406,223.619848148148,217.093585185185,201.357018518519,86.2487942739306
407,195.021214814815,188.857881481481,188.417781481481,75.309441951068
408,230.645207407407,222.667955555556,206.490044444444,88.4546831598406
409,219.765203703704,214.266048148148,206.449322222222,85.4231098624903
410,234.31097037037,214.737685185185,193.043496296296,86.7058277357455
411,211.580766666667,201.367574074074,172.838374074074,81.0687338519204
412,242.19412962963,233.376559259259,215.4649,92.6748494076634
413,219.870248148148,208.538148148148,184.726692592593,83.664232196967
414,232.920707407407,229.204237037037,206.009507407407,90.6286402739787
415,250.976948148148,237.290459259259,168.683474074074,94.0601917302613
416,227.359877777778,204.405,182.503674074074,83.1930350061671
417,205.155022222222,227.402596296296,179.027196296296,87.7042780662287
418,243.272259259259,237.956851851852,227.336403703704,94.163407502437
419,243.592155555556,224.027522222222,209.668392592593,90.4600474574109
420,220.88892962963,161.62427037037,161.309348148148,73.2971179285664
421,235.056318518519,197.617114814815,196.365037037037,83.9829156058802
422,244.883433333333,225.257766666667,206.887925925926,90.8960028167139
423,231.982088888889,212.613714814815,188.355359259259,85.9808444890045
424,203.596696296296,216.749440740741,193.937025925926,84.6017109340772
425,232.791192592593,214.940514814815,198.185377777778,86.7681480080294
426,223.031248148148,199.428640740741,181.220877777778,81.5714867935356
427,245.42262962963,227.004585185185,206.62447037037,91.2790626478721
428,204.3434,208.816737037037,187.536203703704,81.9865551055707
429,244.330088888889,229.853285185185,184.999911111111,91.6252318012924
430,215.593651851852,222.744125925926,185.890007407407,87.1441795996282
431,230.700055555556,229.526433333333,218.11687037037,90.5695236156211
432,204.148025925926,212.431888888889,188.670314814815,83.17369390438
433,240.476533333333,216.10922962963,201.709562962963,88.1860300724583
434,237.630485185185,239.415551851852,232.272466666667,94.0705329676379
435,210.431696296296,216.182181481482,193.747059259259,84.771646077725
436,242.090233333333,230.336774074074,170.7118,91.3941355253888
437,227.362862962963,208.736588888889,193.066466666667,84.4324563076634
438,244.739322222222,223.224444444444,202.146422222222,90.2229200326282
439,250.754066666667,242.448981481481,224.900192592593,95.8984987561335
440,241.811451851852,219.400740740741,193.191566666667,88.7414841736945
441,195.492359259259,183.08457037037,171.820788888889,73.4197022188304
442,251.495488888889,214.690540740741,192.511748148148,89.5146460277655
443,240.5417,201.828692592593,173.333833333333,84.3138001088312
444,202.930114814815,207.96272962963,188.174996296296,81.8637708968637
445,249.848862962963,231.75077037037,169.403055555556,92.6246394330201
446,241.791362962963,214.010848148148,202.937925925926,88.5359002918207
447,212.686603703704,211.018374074074,167.308322222222,83.6644359031221
448,219.915374074074,211.722248148148,200.2025,85.3194021096066
449,229.53032962963,224.815233333333,211.779403703704,89.600796470944
450,230.039977777778,202.773103703704,181.145396296296,83.3313907465233
451,232.25152962963,199.246766666667,173.495596296296,82.9002255614986
452,236.400237037037,207.367988888889,195.907403703704,85.7519294250048
453,237.348340740741,206.510103703704,179.368751851852,85.3012234371558
454,219.902148148148,220.933455555556,200.841318518518,86.8994657418837
455,197.87807037037,210.763881481481,180.331414814815,82.0601513106863
